Date,Total_arrival,Humidity,Events,Weather,Rainfall
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-04,3719,72.44,Ekpo Display,Cloudy,121.83
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-05,2315,92.42,Ibaka,Stormy,85.15
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-06,839,80.29,Ibaka,Cloudy,255.21
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-07,1661,95.22,Ibaka,Rainy,1.09
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-08,1764,66.13,Ekpo Display,Rainy,261.5
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-09,3940,82.86,Ekpo Display,Cloudy,218.91
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-10,4363,90.81,Ibaka,Cloudy,8.39
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-11,2699,93.1,Ibeno Beach,Cloudy,145.25
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2004-12,2842,95.63,Ibeno Beach,Rainy,59.41
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-01,4859,62.56,Ibeno Beach,Sunny,135.22
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-02,0,0.0,,0,0.0
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-03,3288,88.93,Ibaka,Sunny,21.81
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-04,2320,62.89,Ibaka,Stormy,26.94
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-05,1119,97.19,Ibeno Beach,Rainy,129.15
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-06,1352,81.13,Ibaka,Stormy,191.99
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-07,3853,61.86,Ekpo Display,Stormy,138.95
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-08,2737,90.32,Ibaka,Cloudy,174.03
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-09,1785,65.59,Ekpo Display,Cloudy,18.29
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-10,3892,83.46,Ibaka,Cloudy,252.57
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-11,1756,71.58,Ibeno Beach,Rainy,238.15
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2005-12,2175,62.64,Ekpo Display,Rainy,16.6
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-01,2546,68.65,Ibaka,Rainy,98.28
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-02,0,0.0,,0,0.0
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-03,4398,90.74,Ibeno Beach,Stormy,225.25
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-04,2512,92.78,Ibaka,Cloudy,19.5
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-05,2102,82.99,Ekpo Display,Sunny,197.77
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-06,1627,64.26,Ibeno Beach,Cloudy,41.97
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-07,1070,86.9,Ibaka,Sunny,114.22
2006-08,2990,63.17,Ibaka,Cloudy,228.37
2006-08,2990,63.17,Ibaka,Cloudy,228.37
2006-08,2990,63.17,Ibaka,Cloudy,228.37
2006-08,2990,63.17,Ibaka,Cloudy,228.37
2006-08,2990,63.17,Ibaka,Cloudy,228.37
2006-08,2990,63.17,Ibaka,Cloudy,228.37
